==========================================================
     YouTube 专用优选网速排名（第一行最适合看视频）
==========================================================

NO.1 | 流媒体网速: 28.41 MB/s | IP地址: 167.148.203.71:443 | 地区: HK
NO.6255 | 流媒体网速: 812 KB/s | IP地址: 193.124.57.24:2087 | 地区: CZ
NO.6256 | 流媒体网速: 812 KB/s | IP地址: 193.233.219.205:443 | 地区: RU
NO.6257 | 流媒体网速: 811 KB/s | IP地址: 141.105.143.132:8443 | 地区: FI
NO.6258 | 流媒体网速: 810 KB/s | IP地址: 62.60.229.251:8443 | 地区: GB
NO.6259 | 流媒体网速: 810 KB/s | IP地址: 91.213.174.82:443 | 地区: HK
NO.6260 | 流媒体网速: 809 KB/s | IP地址: 37.120.171.102:8443 | 地区: DE
NO.6261 | 流媒体网速: 809 KB/s | IP地址: 193.180.209.28:443 | 地区: DK
NO.6262 | 流媒体网速: 809 KB/s | IP地址: 5.34.176.72:8443 | 地区: SG
NO.6263 | 流媒体网速: 809 KB/s | IP地址: 57.128.178.196:8443 | 地区: GB
NO.6264 | 流媒体网速: 808 KB/s | IP地址: 178.104.70.11:443 | 地区: DE
NO.6265 | 流媒体网速: 808 KB/s | IP地址: 185.173.235.79:8443 | 地区: NL
NO.6266 | 流媒体网速: 807 KB/s | IP地址: 31.57.190.61:443 | 地区: ES
NO.6267 | 流媒体网速: 806 KB/s | IP地址: 23.88.97.94:8443 | 地区: DE
NO.6268 | 流媒体网速: 806 KB/s | IP地址: 5.45.107.195:443 | 地区: DE
NO.6269 | 流媒体网速: 804 KB/s | IP地址: 193.41.4.91:443 | 地区: DE
NO.6270 | 流媒体网速: 803 KB/s | IP地址: 159.195.65.62:8443 | 地区: DE
NO.6271 | 流媒体网速: 803 KB/s | IP地址: 31.77.140.22:2083 | 地区: FI
NO.6272 | 流媒体网速: 801 KB/s | IP地址: 31.77.194.209:443 | 地区: FI
NO.6273 | 流媒体网速: 799 KB/s | IP地址: 166.88.54.20:443 | 地区: GB
NO.6274 | 流媒体网速: 798 KB/s | IP地址: 169.255.57.210:443 | 地区: NG
NO.6275 | 流媒体网速: 798 KB/s | IP地址: 167.172.146.99:443 | 地区: US
NO.6276 | 流媒体网速: 796 KB/s | IP地址: 46.246.109.107:443 | 地区: SE
NO.6277 | 流媒体网速: 795 KB/s | IP地址: 195.96.132.88:8443 | 地区: ES
NO.6278 | 流媒体网速: 794 KB/s | IP地址: 45.140.204.38:8443 | 地区: PL
NO.6279 | 流媒体网速: 792 KB/s | IP地址: 207.148.29.59:443 | 地区: US
NO.6280 | 流媒体网速: 790 KB/s | IP地址: 132.243.203.221:8443 | 地区: AT
NO.6281 | 流媒体网速: 789 KB/s | IP地址: 213.199.50.191:443 | 地区: FR
NO.6282 | 流媒体网速: 788 KB/s | IP地址: 3.67.69.77:443 | 地区: DE
NO.6283 | 流媒体网速: 787 KB/s | IP地址: 103.224.80.7:2087 | 地区: HK
NO.6284 | 流媒体网速: 783 KB/s | IP地址: 193.108.170.80:443 | 地区: PL
NO.6285 | 流媒体网速: 783 KB/s | IP地址: 141.98.84.98:8443 | 地区: FR
NO.6286 | 流媒体网速: 781 KB/s | IP地址: 57.128.183.90:8443 | 地区: GB
NO.6287 | 流媒体网速: 781 KB/s | IP地址: 195.123.244.230:443 | 地区: CZ
NO.6288 | 流媒体网速: 780 KB/s | IP地址: 45.12.28.202:443 | 地区: EE
NO.6289 | 流媒体网速: 780 KB/s | IP地址: 45.150.33.143:443 | 地区: NL
NO.6290 | 流媒体网速: 779 KB/s | IP地址: 138.2.21.53:443 | 地区: JP
NO.6291 | 流媒体网速: 778 KB/s | IP地址: 34.39.62.53:443 | 地区: GB
NO.6292 | 流媒体网速: 777 KB/s | IP地址: 213.108.20.12:443 | 地区: DE
NO.6293 | 流媒体网速: 776 KB/s | IP地址: 45.90.57.139:8443 | 地区: CH
NO.6294 | 流媒体网速: 774 KB/s | IP地址: 2.26.137.13:443 | 地区: NL
NO.6295 | 流媒体网速: 773 KB/s | IP地址: 207.154.242.240:2053 | 地区: DE
NO.6296 | 流媒体网速: 772 KB/s | IP地址: 193.163.170.180:443 | 地区: FI
NO.6297 | 流媒体网速: 772 KB/s | IP地址: 31.76.51.174:443 | 地区: FI
NO.6298 | 流媒体网速: 772 KB/s | IP地址: 207.154.200.82:443 | 地区: DE
NO.6299 | 流媒体网速: 771 KB/s | IP地址: 64.56.71.152:8443 | 地区: SG
NO.6300 | 流媒体网速: 771 KB/s | IP地址: 40.233.110.251:443 | 地区: CA
NO.6301 | 流媒体网速: 771 KB/s | IP地址: 132.243.203.207:8443 | 地区: AT
NO.6302 | 流媒体网速: 766 KB/s | IP地址: 132.243.203.241:8443 | 地区: AT
NO.6303 | 流媒体网速: 766 KB/s | IP地址: 185.183.157.213:443 | 地区: DE
NO.6304 | 流媒体网速: 765 KB/s | IP地址: 159.195.72.243:8443 | 地区: DE
NO.6305 | 流媒体网速: 764 KB/s | IP地址: 31.77.183.13:8443 | 地区: FI
NO.6306 | 流媒体网速: 764 KB/s | IP地址: 23.27.169.196:443 | 地区: JP
NO.6307 | 流媒体网速: 763 KB/s | IP地址: 37.252.11.49:8443 | 地区: PL
NO.6308 | 流媒体网速: 761 KB/s | IP地址: 45.144.51.254:8443 | 地区: PL
NO.6309 | 流媒体网速: 760 KB/s | IP地址: 213.165.44.132:2087 | 地区: DE
NO.6310 | 流媒体网速: 760 KB/s | IP地址: 2.28.4.233:443 | 地区: DE
NO.6311 | 流媒体网速: 759 KB/s | IP地址: 45.11.229.116:443 | 地区: DE
NO.6312 | 流媒体网速: 757 KB/s | IP地址: 45.131.185.203:443 | 地区: FI
NO.6313 | 流媒体网速: 757 KB/s | IP地址: 31.59.150.88:8443 | 地区: NL
NO.6314 | 流媒体网速: 757 KB/s | IP地址: 193.42.62.122:2053 | 地区: FR
NO.6315 | 流媒体网速: 754 KB/s | IP地址: 132.243.203.211:8443 | 地区: AT
NO.6316 | 流媒体网速: 752 KB/s | IP地址: 144.31.220.6:8443 | 地区: DE
NO.6317 | 流媒体网速: 752 KB/s | IP地址: 185.253.219.161:2053 | 地区: NL
NO.6318 | 流媒体网速: 752 KB/s | IP地址: 167.233.168.76:443 | 地区: DE
NO.6319 | 流媒体网速: 752 KB/s | IP地址: 193.160.96.234:443 | 地区: NL
NO.6320 | 流媒体网速: 751 KB/s | IP地址: 64.225.110.247:8443 | 地区: DE
NO.6321 | 流媒体网速: 751 KB/s | IP地址: 195.133.17.13:443 | 地区: NL
NO.6322 | 流媒体网速: 749 KB/s | IP地址: 143.246.61.8:443 | 地区: US
NO.6323 | 流媒体网速: 749 KB/s | IP地址: 185.232.68.37:443 | 地区: DE
NO.6324 | 流媒体网速: 748 KB/s | IP地址: 217.114.7.17:8443 | 地区: RU
NO.6325 | 流媒体网速: 748 KB/s | IP地址: 5.187.2.161:443 | 地区: DE
NO.6326 | 流媒体网速: 748 KB/s | IP地址: 109.162.249.64:8443 | 地区: DE
NO.6327 | 流媒体网速: 747 KB/s | IP地址: 31.15.18.246:2053 | 地区: NL
NO.6328 | 流媒体网速: 747 KB/s | IP地址: 5.253.59.106:8443 | 地区: NL
NO.6329 | 流媒体网速: 747 KB/s | IP地址: 193.41.5.22:8443 | 地区: DE
NO.6330 | 流媒体网速: 746 KB/s | IP地址: 178.105.174.93:443 | 地区: DE
NO.6331 | 流媒体网速: 745 KB/s | IP地址: 194.154.30.213:8443 | 地区: DE
NO.6332 | 流媒体网速: 743 KB/s | IP地址: 178.105.143.123:443 | 地区: DE
NO.6333 | 流媒体网速: 743 KB/s | IP地址: 185.253.75.119:443 | 地区: IL
NO.6334 | 流媒体网速: 743 KB/s | IP地址: 217.154.206.185:8443 | 地区: DE
NO.6335 | 流媒体网速: 743 KB/s | IP地址: 159.255.32.113:443 | 地区: FI
NO.6336 | 流媒体网速: 742 KB/s | IP地址: 193.124.45.102:2053 | 地区: TR
NO.6337 | 流媒体网速: 741 KB/s | IP地址: 195.66.87.111:8443 | 地区: FI
NO.6338 | 流媒体网速: 741 KB/s | IP地址: 31.59.46.182:2053 | 地区: NL
NO.6339 | 流媒体网速: 739 KB/s | IP地址: 62.84.180.161:2053 | 地区: FR
NO.6340 | 流媒体网速: 739 KB/s | IP地址: 5.223.51.2:443 | 地区: SG
NO.6341 | 流媒体网速: 739 KB/s | IP地址: 193.23.219.57:8443 | 地区: DE
NO.6342 | 流媒体网速: 738 KB/s | IP地址: 143.14.59.121:2087 | 地区: DE
NO.6343 | 流媒体网速: 736 KB/s | IP地址: 213.165.40.7:2053 | 地区: GB
NO.6344 | 流媒体网速: 736 KB/s | IP地址: 213.142.147.133:443 | 地区: NL
NO.6345 | 流媒体网速: 735 KB/s | IP地址: 213.136.74.96:8443 | 地区: FR
NO.6346 | 流媒体网速: 734 KB/s | IP地址: 2.58.95.52:443 | 地区: PL
NO.6347 | 流媒体网速: 733 KB/s | IP地址: 64.188.106.254:443 | 地区: DE
NO.6348 | 流媒体网速: 733 KB/s | IP地址: 68.64.181.90:8443 | 地区: HK
NO.6349 | 流媒体网速: 733 KB/s | IP地址: 31.57.190.52:443 | 地区: ES
NO.6350 | 流媒体网速: 732 KB/s | IP地址: 195.135.253.236:8443 | 地区: LV
NO.6351 | 流媒体网速: 732 KB/s | IP地址: 217.60.63.5:443 | 地区: FR
NO.6352 | 流媒体网速: 732 KB/s | IP地址: 45.202.243.88:443 | 地区: US
NO.6353 | 流媒体网速: 731 KB/s | IP地址: 31.77.232.73:443 | 地区: RU
NO.6354 | 流媒体网速: 731 KB/s | IP地址: 188.68.42.49:443 | 地区: DE
NO.6355 | 流媒体网速: 731 KB/s | IP地址: 207.154.235.65:443 | 地区: DE
NO.6356 | 流媒体网速: 730 KB/s | IP地址: 5.129.232.117:443 | 地区: NL
NO.6357 | 流媒体网速: 729 KB/s | IP地址: 185.26.48.167:443 | 地区: FI
NO.6358 | 流媒体网速: 729 KB/s | IP地址: 195.96.132.195:2053 | 地区: ES
NO.6359 | 流媒体网速: 729 KB/s | IP地址: 5.104.86.1:443 | 地区: JP
NO.6360 | 流媒体网速: 727 KB/s | IP地址: 192.145.29.34:443 | 地区: FI
NO.6361 | 流媒体网速: 727 KB/s | IP地址: 178.105.137.225:443 | 地区: DE
NO.6362 | 流媒体网速: 727 KB/s | IP地址: 185.225.233.150:8443 | 地区: FR
NO.6363 | 流媒体网速: 726 KB/s | IP地址: 185.233.104.234:443 | 地区: DE
NO.6364 | 流媒体网速: 725 KB/s | IP地址: 185.103.103.199:443 | 地区: GB
NO.6365 | 流媒体网速: 725 KB/s | IP地址: 178.253.22.57:443 | 地区: NL
NO.6366 | 流媒体网速: 725 KB/s | IP地址: 45.132.244.120:8443 | 地区: DE
NO.6367 | 流媒体网速: 723 KB/s | IP地址: 216.57.105.127:443 | 地区: NL
NO.6368 | 流媒体网速: 721 KB/s | IP地址: 167.235.200.220:443 | 地区: DE
NO.6369 | 流媒体网速: 720 KB/s | IP地址: 213.252.246.17:8443 | 地区: LT
NO.6370 | 流媒体网速: 719 KB/s | IP地址: 51.15.50.45:443 | 地区: NL
NO.6371 | 流媒体网速: 719 KB/s | IP地址: 117.55.228.23:8443 | 地区: US
NO.6372 | 流媒体网速: 717 KB/s | IP地址: 207.148.127.157:8443 | 地区: SG
NO.6373 | 流媒体网速: 713 KB/s | IP地址: 43.130.58.211:443 | 地区: US
NO.6374 | 流媒体网速: 712 KB/s | IP地址: 216.57.104.27:8443 | 地区: DE
NO.6375 | 流媒体网速: 712 KB/s | IP地址: 159.195.206.52:8443 | 地区: DE
NO.6376 | 流媒体网速: 712 KB/s | IP地址: 45.202.240.235:8443 | 地区: US
NO.6377 | 流媒体网速: 712 KB/s | IP地址: 213.165.57.247:443 | 地区: FI
NO.6378 | 流媒体网速: 712 KB/s | IP地址: 194.60.86.215:443 | 地区: GB
NO.6379 | 流媒体网速: 711 KB/s | IP地址: 64.49.28.77:443 | 地区: US
NO.6380 | 流媒体网速: 711 KB/s | IP地址: 5.187.5.98:443 | 地区: DE
NO.6381 | 流媒体网速: 710 KB/s | IP地址: 31.57.190.58:443 | 地区: ES
NO.6382 | 流媒体网速: 709 KB/s | IP地址: 5.45.108.138:8443 | 地区: DE
NO.6383 | 流媒体网速: 709 KB/s | IP地址: 136.175.179.113:8443 | 地区: US
NO.6384 | 流媒体网速: 708 KB/s | IP地址: 194.58.34.139:443 | 地区: LV
NO.6385 | 流媒体网速: 708 KB/s | IP地址: 64.176.53.200:8443 | 地区: JP
NO.6386 | 流媒体网速: 708 KB/s | IP地址: 132.243.21.182:443 | 地区: FI
NO.6387 | 流媒体网速: 708 KB/s | IP地址: 5.223.95.244:443 | 地区: SG
NO.6388 | 流媒体网速: 707 KB/s | IP地址: 178.105.98.1:8443 | 地区: DE
NO.6389 | 流媒体网速: 707 KB/s | IP地址: 193.124.226.62:8443 | 地区: NL
NO.6390 | 流媒体网速: 707 KB/s | IP地址: 200.165.230.239:443 | 地区: RU
NO.6391 | 流媒体网速: 706 KB/s | IP地址: 212.6.44.68:443 | 地区: LV
NO.6392 | 流媒体网速: 704 KB/s | IP地址: 159.195.197.221:2096 | 地区: DE
NO.6393 | 流媒体网速: 704 KB/s | IP地址: 147.45.242.187:2053 | 地区: NL
NO.6394 | 流媒体网速: 704 KB/s | IP地址: 138.124.25.104:443 | 地区: GB
NO.6395 | 流媒体网速: 702 KB/s | IP地址: 57.128.183.3:8443 | 地区: GB
NO.6396 | 流媒体网速: 701 KB/s | IP地址: 89.106.207.216:443 | 地区: NL
NO.6397 | 流媒体网速: 701 KB/s | IP地址: 31.77.158.172:443 | 地区: FI
NO.6398 | 流媒体网速: 697 KB/s | IP地址: 185.13.37.173:443 | 地区: FR
NO.6399 | 流媒体网速: 696 KB/s | IP地址: 165.227.134.153:2083 | 地区: DE
NO.6400 | 流媒体网速: 695 KB/s | IP地址: 31.57.196.215:8443 | 地区: NL
NO.6401 | 流媒体网速: 695 KB/s | IP地址: 185.5.74.226:443 | 地区: KZ
NO.6402 | 流媒体网速: 695 KB/s | IP地址: 62.182.196.194:8443 | 地区: SE
NO.6403 | 流媒体网速: 693 KB/s | IP地址: 62.60.238.191:443 | 地区: NL
NO.6404 | 流媒体网速: 692 KB/s | IP地址: 193.181.210.149:443 | 地区: DK
NO.6405 | 流媒体网速: 691 KB/s | IP地址: 147.90.229.172:443 | 地区: NL
NO.6406 | 流媒体网速: 691 KB/s | IP地址: 45.13.38.174:8443 | 地区: RO
NO.6407 | 流媒体网速: 690 KB/s | IP地址: 2.26.149.23:8443 | 地区: FI
NO.6408 | 流媒体网速: 689 KB/s | IP地址: 185.5.74.226:8443 | 地区: KZ
NO.6409 | 流媒体网速: 689 KB/s | IP地址: 207.148.120.87:443 | 地区: SG
NO.6410 | 流媒体网速: 688 KB/s | IP地址: 57.131.143.11:2096 | 地区: DE
NO.6411 | 流媒体网速: 687 KB/s | IP地址: 89.34.227.105:2053 | 地区: SG
NO.6412 | 流媒体网速: 687 KB/s | IP地址: 217.60.4.170:443 | 地区: LV
NO.6413 | 流媒体网速: 686 KB/s | IP地址: 5.175.236.53:443 | 地区: SE
NO.6414 | 流媒体网速: 686 KB/s | IP地址: 45.39.230.37:2053 | 地区: US
NO.6415 | 流媒体网速: 684 KB/s | IP地址: 207.148.77.84:8443 | 地区: SG
NO.6416 | 流媒体网速: 683 KB/s | IP地址: 194.180.189.194:443 | 地区: FI
NO.6417 | 流媒体网速: 682 KB/s | IP地址: 212.34.144.170:443 | 地区: NL
NO.6418 | 流媒体网速: 682 KB/s | IP地址: 192.248.189.94:443 | 地区: DE
NO.6419 | 流媒体网速: 680 KB/s | IP地址: 193.162.47.43:8443 | 地区: CZ
NO.6420 | 流媒体网速: 680 KB/s | IP地址: 64.23.161.169:443 | 地区: US
NO.6421 | 流媒体网速: 680 KB/s | IP地址: 3.75.12.170:2053 | 地区: DE
NO.6422 | 流媒体网速: 680 KB/s | IP地址: 159.195.76.131:443 | 地区: DE
NO.6423 | 流媒体网速: 680 KB/s | IP地址: 217.19.4.99:2053 | 地区: LV
NO.6424 | 流媒体网速: 679 KB/s | IP地址: 193.124.182.211:443 | 地区: FI
NO.6425 | 流媒体网速: 679 KB/s | IP地址: 158.69.220.24:443 | 地区: CA
NO.6426 | 流媒体网速: 678 KB/s | IP地址: 194.60.87.28:2096 | 地区: FR
NO.6427 | 流媒体网速: 678 KB/s | IP地址: 159.195.139.137:8443 | 地区: DE
NO.6428 | 流媒体网速: 674 KB/s | IP地址: 213.134.2.105:443 | 地区: NL
NO.6429 | 流媒体网速: 674 KB/s | IP地址: 31.77.79.128:443 | 地区: NL
NO.6430 | 流媒体网速: 673 KB/s | IP地址: 51.83.186.193:443 | 地区: PL
NO.6431 | 流媒体网速: 672 KB/s | IP地址: 31.59.170.59:2053 | 地区: NL
NO.6432 | 流媒体网速: 672 KB/s | IP地址: 38.244.139.13:443 | 地区: FI
NO.6433 | 流媒体网速: 672 KB/s | IP地址: 152.53.158.61:2053 | 地区: DE
NO.6434 | 流媒体网速: 671 KB/s | IP地址: 154.53.63.79:8443 | 地区: US
NO.6435 | 流媒体网速: 671 KB/s | IP地址: 152.53.251.27:443 | 地区: DE
NO.6436 | 流媒体网速: 669 KB/s | IP地址: 185.239.141.59:443 | 地区: FI
NO.6437 | 流媒体网速: 669 KB/s | IP地址: 212.119.43.79:2053 | 地区: PL
NO.6438 | 流媒体网速: 669 KB/s | IP地址: 45.129.126.159:443 | 地区: NL
NO.6439 | 流媒体网速: 669 KB/s | IP地址: 193.233.126.157:2053 | 地区: NL
NO.6440 | 流媒体网速: 668 KB/s | IP地址: 154.53.57.71:443 | 地区: US
NO.6441 | 流媒体网速: 668 KB/s | IP地址: 186.244.210.49:443 | 地区: US
NO.6442 | 流媒体网速: 668 KB/s | IP地址: 209.222.251.40:2083 | 地区: US
NO.6443 | 流媒体网速: 667 KB/s | IP地址: 216.173.70.149:2053 | 地区: LV
NO.6444 | 流媒体网速: 666 KB/s | IP地址: 5.42.221.155:443 | 地区: EE
NO.6445 | 流媒体网速: 666 KB/s | IP地址: 31.57.190.85:443 | 地区: ES
NO.6446 | 流媒体网速: 666 KB/s | IP地址: 217.182.79.55:8443 | 地区: PL
NO.6447 | 流媒体网速: 666 KB/s | IP地址: 5.34.213.189:443 | 地区: LV
NO.6448 | 流媒体网速: 666 KB/s | IP地址: 213.148.10.155:2053 | 地区: KZ
NO.6449 | 流媒体网速: 665 KB/s | IP地址: 185.26.121.79:443 | 地区: RU
NO.6450 | 流媒体网速: 664 KB/s | IP地址: 159.195.217.207:443 | 地区: DE
NO.6451 | 流媒体网速: 663 KB/s | IP地址: 191.44.112.250:8443 | 地区: DE
NO.6452 | 流媒体网速: 663 KB/s | IP地址: 207.154.200.82:2053 | 地区: DE
NO.6453 | 流媒体网速: 662 KB/s | IP地址: 37.187.98.185:443 | 地区: FR
NO.6454 | 流媒体网速: 662 KB/s | IP地址: 176.117.78.41:8443 | 地区: NL
NO.6455 | 流媒体网速: 660 KB/s | IP地址: 144.31.123.30:443 | 地区: NL
NO.6456 | 流媒体网速: 659 KB/s | IP地址: 31.57.196.185:8443 | 地区: NL
NO.6457 | 流媒体网速: 659 KB/s | IP地址: 147.90.26.12:443 | 地区: FR
NO.6458 | 流媒体网速: 659 KB/s | IP地址: 57.128.183.108:8443 | 地区: GB
NO.6459 | 流媒体网速: 658 KB/s | IP地址: 185.195.69.200:8443 | 地区: CH
NO.6460 | 流媒体网速: 658 KB/s | IP地址: 194.5.206.82:8443 | 地区: DE
NO.6461 | 流媒体网速: 658 KB/s | IP地址: 18.138.34.221:443 | 地区: SG
NO.6462 | 流媒体网速: 658 KB/s | IP地址: 64.204.48.62:443 | 地区: JP
NO.6463 | 流媒体网速: 656 KB/s | IP地址: 5.223.21.240:443 | 地区: SG
NO.6464 | 流媒体网速: 656 KB/s | IP地址: 159.195.145.156:443 | 地区: DE
NO.6465 | 流媒体网速: 655 KB/s | IP地址: 31.58.137.143:2053 | 地区: LV
NO.6466 | 流媒体网速: 654 KB/s | IP地址: 23.254.227.247:443 | 地区: NL
NO.6467 | 流媒体网速: 653 KB/s | IP地址: 31.169.127.103:8443 | 地区: DE
NO.6468 | 流媒体网速: 653 KB/s | IP地址: 185.195.69.64:443 | 地区: CH
NO.6469 | 流媒体网速: 653 KB/s | IP地址: 185.219.221.44:443 | 地区: DE
NO.6470 | 流媒体网速: 653 KB/s | IP地址: 159.194.202.103:8443 | 地区: RU
NO.6471 | 流媒体网速: 652 KB/s | IP地址: 31.58.244.67:2083 | 地区: NL
NO.6472 | 流媒体网速: 651 KB/s | IP地址: 195.137.244.43:2053 | 地区: PL
NO.6473 | 流媒体网速: 651 KB/s | IP地址: 188.68.37.56:443 | 地区: DE
NO.6474 | 流媒体网速: 650 KB/s | IP地址: 198.105.125.143:443 | 地区: FI
NO.6475 | 流媒体网速: 650 KB/s | IP地址: 158.69.220.106:8443 | 地区: CA
NO.6476 | 流媒体网速: 649 KB/s | IP地址: 144.31.79.251:8443 | 地区: FI
NO.6477 | 流媒体网速: 648 KB/s | IP地址: 64.188.107.198:8443 | 地区: FI
NO.6478 | 流媒体网速: 647 KB/s | IP地址: 193.160.96.159:443 | 地区: NL
NO.6479 | 流媒体网速: 647 KB/s | IP地址: 31.76.103.246:443 | 地区: FI
NO.6480 | 流媒体网速: 647 KB/s | IP地址: 5.230.74.61:443 | 地区: DE
NO.6481 | 流媒体网速: 646 KB/s | IP地址: 130.61.208.80:443 | 地区: DE
NO.6482 | 流媒体网速: 645 KB/s | IP地址: 141.144.195.228:443 | 地区: NL
NO.6483 | 流媒体网速: 645 KB/s | IP地址: 64.176.35.237:443 | 地区: JP
NO.6484 | 流媒体网速: 644 KB/s | IP地址: 31.57.196.88:8443 | 地区: NL
NO.6485 | 流媒体网速: 644 KB/s | IP地址: 199.189.252.112:2083 | 地区: KZ
NO.6486 | 流媒体网速: 643 KB/s | IP地址: 31.59.114.3:2053 | 地区: NL
NO.6487 | 流媒体网速: 643 KB/s | IP地址: 174.108.80.25:8443 | 地区: US
NO.6488 | 流媒体网速: 642 KB/s | IP地址: 109.122.198.5:2053 | 地区: DE
NO.6489 | 流媒体网速: 641 KB/s | IP地址: 213.165.33.238:443 | 地区: GB
NO.6490 | 流媒体网速: 641 KB/s | IP地址: 129.159.84.71:443 | 地区: US
NO.6491 | 流媒体网速: 641 KB/s | IP地址: 158.69.220.85:8443 | 地区: CA
NO.6492 | 流媒体网速: 641 KB/s | IP地址: 138.124.74.104:2053 | 地区: NL
NO.6493 | 流媒体网速: 640 KB/s | IP地址: 158.69.220.76:8443 | 地区: CA
NO.6494 | 流媒体网速: 640 KB/s | IP地址: 194.13.81.234:8443 | 地区: DE
NO.6495 | 流媒体网速: 640 KB/s | IP地址: 158.69.219.232:8443 | 地区: CA
NO.6496 | 流媒体网速: 639 KB/s | IP地址: 31.57.190.90:443 | 地区: ES
NO.6497 | 流媒体网速: 639 KB/s | IP地址: 193.164.155.223:443 | 地区: LV
NO.6498 | 流媒体网速: 637 KB/s | IP地址: 5.61.27.190:2087 | 地区: CA
NO.6499 | 流媒体网速: 636 KB/s | IP地址: 31.57.29.13:443 | 地区: LV
NO.6500 | 流媒体网速: 636 KB/s | IP地址: 159.89.11.104:443 | 地区: DE
NO.6501 | 流媒体网速: 636 KB/s | IP地址: 217.60.33.218:443 | 地区: PL
NO.6502 | 流媒体网速: 636 KB/s | IP地址: 154.7.183.116:443 | 地区: US
NO.6503 | 流媒体网速: 635 KB/s | IP地址: 213.165.58.111:443 | 地区: FI
NO.6504 | 流媒体网速: 635 KB/s | IP地址: 217.144.185.110:8443 | 地区: NL
NO.6505 | 流媒体网速: 634 KB/s | IP地址: 158.69.220.24:8443 | 地区: CA
NO.6506 | 流媒体网速: 633 KB/s | IP地址: 57.131.140.55:443 | 地区: DE
NO.6507 | 流媒体网速: 633 KB/s | IP地址: 194.35.12.34:8443 | 地区: DE
NO.6508 | 流媒体网速: 633 KB/s | IP地址: 23.80.83.166:8443 | 地区: US
NO.6509 | 流媒体网速: 632 KB/s | IP地址: 158.69.219.232:443 | 地区: CA
NO.6510 | 流媒体网速: 631 KB/s | IP地址: 205.196.83.33:8443 | 地区: US
NO.6511 | 流媒体网速: 631 KB/s | IP地址: 37.114.34.54:443 | 地区: DE
NO.6512 | 流媒体网速: 631 KB/s | IP地址: 38.54.64.204:443 | 地区: ZA
NO.6513 | 流媒体网速: 630 KB/s | IP地址: 216.238.53.69:443 | 地区: US
NO.6514 | 流媒体网速: 630 KB/s | IP地址: 46.36.218.29:8443 | 地区: EE
NO.6515 | 流媒体网速: 630 KB/s | IP地址: 193.124.57.253:8443 | 地区: CZ
NO.6516 | 流媒体网速: 627 KB/s | IP地址: 158.69.220.85:443 | 地区: CA
NO.6517 | 流媒体网速: 627 KB/s | IP地址: 159.195.196.57:2053 | 地区: DE
NO.6518 | 流媒体网速: 626 KB/s | IP地址: 188.253.18.103:8443 | 地区: LV
NO.6519 | 流媒体网速: 626 KB/s | IP地址: 185.253.219.161:443 | 地区: NL
NO.6520 | 流媒体网速: 625 KB/s | IP地址: 207.58.174.167:2053 | 地区: US
NO.6521 | 流媒体网速: 625 KB/s | IP地址: 193.124.181.196:8443 | 地区: FI
NO.6522 | 流媒体网速: 624 KB/s | IP地址: 217.177.72.53:443 | 地区: DE
NO.6523 | 流媒体网速: 624 KB/s | IP地址: 46.128.3.61:443 | 地区: DE
NO.6524 | 流媒体网速: 622 KB/s | IP地址: 31.59.120.180:8443 | 地区: FR
NO.6525 | 流媒体网速: 622 KB/s | IP地址: 57.128.183.248:8443 | 地区: GB
NO.6526 | 流媒体网速: 622 KB/s | IP地址: 101.96.234.244:443 | 地区: HK
NO.6527 | 流媒体网速: 622 KB/s | IP地址: 165.232.173.161:443 | 地区: SG
NO.6528 | 流媒体网速: 622 KB/s | IP地址: 157.230.193.169:443 | 地区: SG
NO.6529 | 流媒体网速: 622 KB/s | IP地址: 62.60.157.164:443 | 地区: FR
