==========================================================
     YouTube 专用优选网速排名（第一行最适合看视频）
==========================================================

NO.1 | 流媒体网速: 26.59 MB/s | IP地址: [2a0e:97c0:3f0:1::46e]:443 | 地区: 香港
NO.1291 | 流媒体网速: 213 KB/s | IP地址: [2602:fa4f:a30:6108:e71a:cee8:6655:8a59]:443 | 地区: 日本
NO.1292 | 流媒体网速: 211 KB/s | IP地址: [2401:d560:0:107:1c00:66ff:fe00:56e]:2053 | 地区: 日本
NO.1293 | 流媒体网速: 210 KB/s | IP地址: [2a0a:4cc0:c0:b4df:e40c:22ff:fe5c:6189]:443 | 地区: 德国
NO.1294 | 流媒体网速: 209 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1295 | 流媒体网速: 200 KB/s | IP地址: [2602:fa5d::59c]:443 | 地区: SOF
NO.1296 | 流媒体网速: 200 KB/s | IP地址: [2a13:d200:5:cd::1]:8443 | 地区: 德国
NO.1297 | 流媒体网速: 194 KB/s | IP地址: [2a01:4f9:c014:b095::1]:8443 | 地区: HEL
NO.1298 | 流媒体网速: 193 KB/s | IP地址: [2a03:b0c0:2:f0:0:1:6042:1]:443 | 地区: 荷兰
NO.1299 | 流媒体网速: 192 KB/s | IP地址: [2a13:7c00:6:38:f816:3eff:fe36:77e5]:443 | 地区: RIX
NO.1300 | 流媒体网速: 189 KB/s | IP地址: [2a02:c6c1:e:201:0:7:0:2]:443 | 地区: 波兰
NO.1301 | 流媒体网速: 189 KB/s | IP地址: [2602:fcc0:5555:24ee::1]:443 | 地区: 荷兰
NO.1302 | 流媒体网速: 188 KB/s | IP地址: [2001:19f0:5000:1be3:5400:6ff:fe99:b131]:2053 | 地区: 荷兰
NO.1303 | 流媒体网速: 186 KB/s | IP地址: [2a01:4f8:1c1a:af3a::1]:2083 | 地区: 德国
NO.1304 | 流媒体网速: 186 KB/s | IP地址: [2a14:67c3:12:6b::a]:443 | 地区: EWR
NO.1305 | 流媒体网速: 186 KB/s | IP地址: [2400:6180:0:d2:0:2:c89c:9000]:443 | 地区: 新加坡
NO.1306 | 流媒体网速: 183 KB/s | IP地址: [2a0a:4cc0:c2:76d6:c854:d0ff:fee7:a9f3]:443 | 地区: 德国
NO.1307 | 流媒体网速: 183 KB/s | IP地址: [2a13:d200:5:1e9::1]:2096 | 地区: 德国
NO.1308 | 流媒体网速: 183 KB/s | IP地址: [2a01:ecc0:40:1b2a::2]:443 | 地区: 德国
NO.1309 | 流媒体网速: 182 KB/s | IP地址: [2a0a:4cc0:c0:169:444a:d6ff:fe84:5db4]:443 | 地区: 德国
NO.1310 | 流媒体网速: 180 KB/s | IP地址: [2a0b:4140:417b::2]:443 | 地区: 德国
NO.1311 | 流媒体网速: 180 KB/s | IP地址: [2a0e:bfc7:1400:e0f2::1]:8443 | 地区: 荷兰
NO.1312 | 流媒体网速: 180 KB/s | IP地址: [2a12:bec4:1ac0:a5e::]:8443 | 地区: 荷兰
NO.1313 | 流媒体网速: 177 KB/s | IP地址: [2a12:bec4:1bb0:1eb9::2]:8443 | 地区: 德国
NO.1314 | 流媒体网速: 176 KB/s | IP地址: [2603:c024:4507:8c7e::3333]:2053 | 地区: 新加坡
NO.1315 | 流媒体网速: 175 KB/s | IP地址: [2a0a:4cc0:c0:8d54:986c:94ff:fe59:b533]:443 | 地区: 德国
NO.1316 | 流媒体网速: 175 KB/s | IP地址: [2a0a:4cc0:c2:3fbc:38ca:a8ff:feec:d5af]:8443 | 地区: 德国
NO.1317 | 流媒体网速: 173 KB/s | IP地址: [2400:e920:0:a::e4]:443 | 地区: 香港
NO.1318 | 流媒体网速: 173 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1319 | 流媒体网速: 171 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:721b:a000]:443 | 地区: 德国
NO.1320 | 流媒体网速: 170 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:c525:d000]:443 | 地区: 德国
NO.1321 | 流媒体网速: 170 KB/s | IP地址: [2401:d560:0:106:1c00:dbff:fe00:340]:2083 | 地区: 日本
NO.1322 | 流媒体网速: 167 KB/s | IP地址: [2a0a:4cc0:c1:9b20:c42d:a8ff:fef2:1786]:443 | 地区: 德国
NO.1323 | 流媒体网速: 165 KB/s | IP地址: [2a0b:4140:56c8::2]:443 | 地区: 德国
NO.1324 | 流媒体网速: 165 KB/s | IP地址: [2a12:5940:60aa::2]:2087 | 地区: 德国
NO.1325 | 流媒体网速: 162 KB/s | IP地址: [2001:19f0:5000:1be3:5400:6ff:fe99:b131]:8443 | 地区: 荷兰
NO.1326 | 流媒体网速: 161 KB/s | IP地址: [2a0b:4140:b112::2]:443 | 地区: 德国
NO.1327 | 流媒体网速: 161 KB/s | IP地址: [2a12:5940:5441::2]:443 | 地区: 德国
NO.1328 | 流媒体网速: 161 KB/s | IP地址: [2a0f:9400:7390:1f::6d]:443 | 地区: MCI
NO.1329 | 流媒体网速: 161 KB/s | IP地址: [2001:19f0:b002:615:5400:6ff:fe67:f430]:443 | 地区: YYZ
NO.1330 | 流媒体网速: 161 KB/s | IP地址: [2a03:4000:39:344::10]:2087 | 地区: 德国
NO.1331 | 流媒体网速: 158 KB/s | IP地址: [2604:a880:2:d1:0:1:26b8:e001]:443 | 地区: 美国-圣何塞
NO.1332 | 流媒体网速: 157 KB/s | IP地址: [2602:fa4f:a30:3438:c6b7:cdec:f9ee:3ce3]:443 | 地区: 日本
NO.1333 | 流媒体网速: 156 KB/s | IP地址: [2401:d560:0:107:1c00:aaff:fe00:59d]:443 | 地区: 日本
NO.1334 | 流媒体网速: 155 KB/s | IP地址: [2a11:3b80:1::3661]:8443 | 地区: 奥地利
NO.1335 | 流媒体网速: 154 KB/s | IP地址: [2a0a:9300:1:743::1]:443 | 地区: 瑞典
NO.1336 | 流媒体网速: 154 KB/s | IP地址: [2603:c020:1d:df01:0:cdcd:9fa6:10ed]:8443 | 地区: 美国-洛杉矶
NO.1337 | 流媒体网速: 154 KB/s | IP地址: [2a06:9801:1e::89]:443 | 地区: 美国-洛杉矶
NO.1338 | 流媒体网速: 154 KB/s | IP地址: [2405:84c0:8003:3700::]:2087 | 地区: 香港
NO.1339 | 流媒体网速: 152 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:2f90:9000]:443 | 地区: 德国
NO.1340 | 流媒体网速: 150 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:fd66:0]:443 | 地区: 德国
NO.1341 | 流媒体网速: 148 KB/s | IP地址: [2602:fa59:9:b83::1]:443 | 地区: 美国-洛杉矶
NO.1342 | 流媒体网速: 145 KB/s | IP地址: [2a0b:4140:570d::2]:443 | 地区: 德国
NO.1343 | 流媒体网速: 145 KB/s | IP地址: [2a0b:4140:bafc::2]:443 | 地区: 德国
NO.1344 | 流媒体网速: 142 KB/s | IP地址: [2a01:4f9:c015:e3a5::1]:443 | 地区: 瑞典
NO.1345 | 流媒体网速: 141 KB/s | IP地址: [2a13:4ac0:28:16:f816:3eff:fe0d:fea9]:8443 | 地区: 德国
NO.1346 | 流媒体网速: 140 KB/s | IP地址: [2a03:6f00:14:1::e98]:443 | 地区: 德国
NO.1347 | 流媒体网速: 140 KB/s | IP地址: [2a03:6f02::7e3]:443 | 地区: 荷兰
NO.1348 | 流媒体网速: 139 KB/s | IP地址: [2400:8d60:8::a372:f82]:443 | 地区: 日本-大阪
NO.1349 | 流媒体网速: 135 KB/s | IP地址: [2a01:e5c0:73ed::2]:8443 | 地区: 德国
NO.1350 | 流媒体网速: 135 KB/s | IP地址: [2a01:4f9:c012:2a98::1]:8443 | 地区: HEL
NO.1351 | 流媒体网速: 135 KB/s | IP地址: [2602:fa59:16:bc::1]:443 | 地区: 新加坡
NO.1352 | 流媒体网速: 135 KB/s | IP地址: [2a0b:4141:1820:55c::2]:443 | 地区: TLL
NO.1353 | 流媒体网速: 132 KB/s | IP地址: [2a0b:4140:e49c::2]:8443 | 地区: 德国
NO.1354 | 流媒体网速: 132 KB/s | IP地址: [2a0b:4140:47fc::2]:8443 | 地区: 德国
NO.1355 | 流媒体网速: 132 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1356 | 流媒体网速: 132 KB/s | IP地址: [2a01:230:4:df9::2]:2053 | 地区: HEL
NO.1357 | 流媒体网速: 129 KB/s | IP地址: [2607:f2d8:8416:1012::a]:443 | 地区: EWR
NO.1358 | 流媒体网速: 129 KB/s | IP地址: [2603:c024:16:2633:0:e96f:c313:cca2]:443 | 地区: 韩国
NO.1359 | 流媒体网速: 127 KB/s | IP地址: [2a12:5940:1dc6::2]:8443 | 地区: 德国
NO.1360 | 流媒体网速: 125 KB/s | IP地址: [2a0b:4140:6161::2]:2053 | 地区: 德国
NO.1361 | 流媒体网速: 124 KB/s | IP地址: [2400:e920:0:a::d6]:443 | 地区: 香港
NO.1362 | 流媒体网速: 124 KB/s | IP地址: [2a0b:4140:9fa6::2]:8443 | 地区: 德国
NO.1363 | 流媒体网速: 121 KB/s | IP地址: [2603:c021:800f:7725:3e8:eab0:d375:fdcb]:2053 | 地区: 日本
NO.1364 | 流媒体网速: 121 KB/s | IP地址: [2a0a:4cc0:c1:6ef:580b:3ff:fe26:daf0]:443 | 地区: 德国
NO.1365 | 流媒体网速: 120 KB/s | IP地址: [2604:a880:4:1d0:0:3:23d9:6000]:443 | 地区: 美国-圣何塞
NO.1366 | 流媒体网速: 120 KB/s | IP地址: [2001:978:1001:59d::]:443 | 地区: TLL
NO.1367 | 流媒体网速: 118 KB/s | IP地址: [2a03:4000:39:852:380f:9bff:fe0e:b4ca]:8443 | 地区: 德国
NO.1368 | 流媒体网速: 117 KB/s | IP地址: [2401:d560:0:107:1c00:82ff:fe00:4e9]:8443 | 地区: 日本
NO.1369 | 流媒体网速: 116 KB/s | IP地址: [2a13:4ac0:18:6:f816:3eff:fe49:317]:8443 | 地区: EWR
NO.1370 | 流媒体网速: 116 KB/s | IP地址: [2607:f2d8:6063:19c::9a8d]:8443 | 地区: 美国-洛杉矶
NO.1371 | 流媒体网速: 116 KB/s | IP地址: [2a11:3b80:1::76e1]:443 | 地区: 德国
NO.1372 | 流媒体网速: 116 KB/s | IP地址: [2a0c:5d00:2002::1635:858]:443 | 地区: 瑞典
NO.1373 | 流媒体网速: 115 KB/s | IP地址: [2604:a880:4:1d0:0:2:e313:2000]:443 | 地区: 美国-圣何塞
NO.1374 | 流媒体网速: 115 KB/s | IP地址: [2a12:bec0:164:1006::]:443 | 地区: 日本
NO.1375 | 流媒体网速: 114 KB/s | IP地址: [2a11:3b80:1::7da9]:443 | 地区: 奥地利
NO.1376 | 流媒体网速: 113 KB/s | IP地址: [2a13:d200:5:283::1]:443 | 地区: 德国
NO.1377 | 流媒体网速: 113 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:fde5:e000]:443 | 地区: 德国
NO.1378 | 流媒体网速: 113 KB/s | IP地址: [2a12:5940:2aaa::2]:8443 | 地区: 德国
NO.1379 | 流媒体网速: 113 KB/s | IP地址: [2a01:7e01::f03c:93ff:fecf:32dd]:443 | 地区: 德国
NO.1380 | 流媒体网速: 112 KB/s | IP地址: [2a01:4f8:c013:17ba::1]:443 | 地区: PRG
NO.1381 | 流媒体网速: 111 KB/s | IP地址: [2602:f873:11:603:0:1:80fe:c3e7]:443 | 地区: 美国-洛杉矶
NO.1382 | 流媒体网速: 111 KB/s | IP地址: [2603:c021:8007:93ee:16f6:3c5:748b:3594]:443 | 地区: 日本
NO.1383 | 流媒体网速: 111 KB/s | IP地址: [2a0a:4cc0:c1:5224:a894:68ff:feb5:571e]:8443 | 地区: 德国
NO.1384 | 流媒体网速: 110 KB/s | IP地址: [2401:4520:1212::a]:443 | 地区: 新加坡
NO.1385 | 流媒体网速: 110 KB/s | IP地址: [2a01:4f8:1c18:5d28::1]:443 | 地区: 德国
NO.1386 | 流媒体网速: 110 KB/s | IP地址: [2a01:4f8:272:4cec:14::a]:443 | 地区: PRG
NO.1387 | 流媒体网速: 109 KB/s | IP地址: [2a0a:4cc0:c1:79ba:c8e7:f9ff:febf:475f]:8443 | 地区: 德国
NO.1388 | 流媒体网速: 108 KB/s | IP地址: [2400:e920:0:12::41]:443 | 地区: 香港
NO.1389 | 流媒体网速: 107 KB/s | IP地址: [2a0b:4140:c50b::2]:443 | 地区: 德国
NO.1390 | 流媒体网速: 107 KB/s | IP地址: [2a02:c207:2330:100::1]:8443 | 地区: 德国
NO.1391 | 流媒体网速: 106 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:7a13:5000]:443 | 地区: 德国
NO.1392 | 流媒体网速: 102 KB/s | IP地址: [2403:18c0:5:95d:be24:11ff:fea0:311e]:2083 | 地区: 香港
NO.1393 | 流媒体网速: 100 KB/s | IP地址: [2604:a880:800:10::e24:c001]:443 | 地区: EWR
NO.1394 | 流媒体网速: 100 KB/s | IP地址: [2a12:5940:59b2::2]:443 | 地区: 德国
NO.1395 | 流媒体网速: 100 KB/s | IP地址: [2401:d560:0:107:1c00:a5ff:fe00:59f]:443 | 地区: 日本
NO.1396 | 流媒体网速: 100 KB/s | IP地址: [2a0b:4140:95d7::2]:443 | 地区: 德国
NO.1397 | 流媒体网速: 97 KB/s | IP地址: [2a00:11c0:47:1b63:64d8:19ff:feec:72]:8443 | 地区: 德国
NO.1398 | 流媒体网速: 97 KB/s | IP地址: [2a03:6f02::1:a8c]:443 | 地区: 荷兰
NO.1399 | 流媒体网速: 97 KB/s | IP地址: [2407:cdc0:f008:37d::]:443 | 地区: 台湾
NO.1400 | 流媒体网速: 95 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:2b8f:5001]:443 | 地区: 英国
NO.1401 | 流媒体网速: 94 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:fa1a:d000]:443 | 地区: 德国
NO.1402 | 流媒体网速: 94 KB/s | IP地址: [2a0c:5d00:3002::ba1c:c85e]:443 | 地区: 瑞典
NO.1403 | 流媒体网速: 92 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:fce0:1000]:443 | 地区: 德国
NO.1404 | 流媒体网速: 91 KB/s | IP地址: [2a0a:4cc0:c0:e4dd:9492:4fff:fe3a:7ce6]:8443 | 地区: 德国
NO.1405 | 流媒体网速: 91 KB/s | IP地址: [2a01:4f9:4b:46cd::1]:443 | 地区: HEL
NO.1406 | 流媒体网速: 91 KB/s | IP地址: [2a01:4f8:171:d1d::2]:8443 | 地区: PRG
NO.1407 | 流媒体网速: 90 KB/s | IP地址: [2a0b:4140:31ce::2]:443 | 地区: 德国
NO.1408 | 流媒体网速: 89 KB/s | IP地址: [2a03:6f02::1:2186]:443 | 地区: 荷兰
NO.1409 | 流媒体网速: 87 KB/s | IP地址: [2a0a:4cc0:40:120:8dc:f4ff:fe34:3f53]:443 | 地区: 荷兰
NO.1410 | 流媒体网速: 87 KB/s | IP地址: [2405:84c0:8003:3700::]:8443 | 地区: 香港
NO.1411 | 流媒体网速: 87 KB/s | IP地址: [2a01:4f8:201:54a3::2]:2053 | 地区: PRG
NO.1412 | 流媒体网速: 87 KB/s | IP地址: [2001:df1:7880:2::209]:443 | 地区: 香港
NO.1413 | 流媒体网速: 87 KB/s | IP地址: [2001:df2:c740:600::4182:3b98]:8443 | 地区: MCI
NO.1414 | 流媒体网速: 87 KB/s | IP地址: [2605:a140:2343:8154::1]:8443 | 地区: STL
NO.1415 | 流媒体网速: 84 KB/s | IP地址: [2606:2040:1000:7:be24:11ff:fe21:c8cb]:8443 | 地区: DFW
NO.1416 | 流媒体网速: 84 KB/s | IP地址: [2a12:5940:9494::2]:443 | 地区: 德国
NO.1417 | 流媒体网速: 84 KB/s | IP地址: [2603:c020:1f:ec00:0:6d5e:73fd:948b]:443 | 地区: 美国-洛杉矶
NO.1418 | 流媒体网速: 84 KB/s | IP地址: [2a0b:4141:820:1a6::2]:443 | 地区: 德国
NO.1419 | 流媒体网速: 83 KB/s | IP地址: [2a01:4f8:2190:2200::2]:443 | 地区: PRG
NO.1420 | 流媒体网速: 82 KB/s | IP地址: [2603:c024:4501:b900:5120:1101:2cb5:4451]:443 | 地区: 新加坡
NO.1421 | 流媒体网速: 82 KB/s | IP地址: [2604:a880:4:1d0:0:2:e313:7000]:443 | 地区: 美国-圣何塞
NO.1422 | 流媒体网速: 82 KB/s | IP地址: [2a0c:5d00:2002::fac2:74ef]:443 | 地区: 瑞典
NO.1423 | 流媒体网速: 81 KB/s | IP地址: [2001:41d0:601:1100::1642]:2053 | 地区: 波兰
NO.1424 | 流媒体网速: 81 KB/s | IP地址: [2001:df2:c740:400::8efc:acd6]:443 | 地区: MCI
NO.1425 | 流媒体网速: 81 KB/s | IP地址: [2a03:6f02::54c0]:443 | 地区: 荷兰
NO.1426 | 流媒体网速: 81 KB/s | IP地址: [2a01:4f9:c012:74bc::1]:443 | 地区: HEL
NO.1427 | 流媒体网速: 81 KB/s | IP地址: [2a0b:4140:c6b8::2]:8443 | 地区: 德国
NO.1428 | 流媒体网速: 81 KB/s | IP地址: [2a03:b0c0:3:f0:0:1:faec:5000]:443 | 地区: 德国
NO.1429 | 流媒体网速: 79 KB/s | IP地址: [2a0b:4140:ec67::2]:8443 | 地区: 德国
NO.1430 | 流媒体网速: 78 KB/s | IP地址: [2a0a:2b41:7:28d6::]:443 | 地区: 瑞典
NO.1431 | 流媒体网速: 76 KB/s | IP地址: [2a01:4f8:1c1a:3493::1]:443 | 地区: 德国
NO.1432 | 流媒体网速: 76 KB/s | IP地址: [2401:d560:0:107:1c00:9aff:fe00:5ab]:443 | 地区: 日本
NO.1433 | 流媒体网速: 76 KB/s | IP地址: [2a12:5940:4499::2]:443 | 地区: 德国
NO.1434 | 流媒体网速: 76 KB/s | IP地址: [2a12:5940:b2f7::2]:8443 | 地区: 德国
NO.1435 | 流媒体网速: 74 KB/s | IP地址: [2a12:5940:47d8::2]:443 | 地区: 奥地利
NO.1436 | 流媒体网速: 74 KB/s | IP地址: [2a0b:4140:90f4::2]:8443 | 地区: HEL
NO.1437 | 流媒体网速: 73 KB/s | IP地址: [2a0a:6044:6200:f2::]:2053 | 地区: 德国
NO.1438 | 流媒体网速: 73 KB/s | IP地址: [2a03:b0c0:2:f0:0:1:5bcb:4001]:443 | 地区: 荷兰
NO.1439 | 流媒体网速: 73 KB/s | IP地址: [2a0b:4140:9f8f::2]:8443 | 地区: HEL
NO.1440 | 流媒体网速: 72 KB/s | IP地址: [2a0b:4140:5091::2]:8443 | 地区: 德国
NO.1441 | 流媒体网速: 71 KB/s | IP地址: [2a02:6b40:2000:1c26::1]:443 | 地区: 德国
NO.1442 | 流媒体网速: 71 KB/s | IP地址: [2a13:36c0:1ff:1210::1]:8443 | 地区: 荷兰
NO.1443 | 流媒体网速: 71 KB/s | IP地址: [2a03:6f02::a701]:2053 | 地区: 荷兰
NO.1444 | 流媒体网速: 71 KB/s | IP地址: [2a03:b0c0:2:f0:0:1:5cc8:c001]:443 | 地区: 荷兰
NO.1445 | 流媒体网速: 71 KB/s | IP地址: [2a0b:4140:44ed::2]:443 | 地区: 德国
NO.1446 | 流媒体网速: 70 KB/s | IP地址: [2a0a:4cc0:40:116:74e9:44ff:fe7a:35c8]:443 | 地区: 荷兰
NO.1447 | 流媒体网速: 69 KB/s | IP地址: [2a01:e5c0:6f9b::2]:443 | 地区: MUC
NO.1448 | 流媒体网速: 69 KB/s | IP地址: [2a01:e5c0:79f4::2]:443 | 地区: 德国
NO.1449 | 流媒体网速: 68 KB/s | IP地址: [2001:df2:c740:400::4f7d:e334]:443 | 地区: MCI
NO.1450 | 流媒体网速: 68 KB/s | IP地址: [2a0f:6284:62:d16f::1]:8443 | 地区: 德国
NO.1451 | 流媒体网速: 68 KB/s | IP地址: [2a0a:4cc0:c2:7efb:b4af:b7ff:fe32:b050]:8443 | 地区: 德国
NO.1452 | 流媒体网速: 68 KB/s | IP地址: [2a13:4ac0:28:18:f816:3eff:fe31:252f]:443 | 地区: 德国
NO.1453 | 流媒体网速: 68 KB/s | IP地址: [2a12:bec4:1b50:420::2]:2053 | 地区: HEL
NO.1454 | 流媒体网速: 67 KB/s | IP地址: [2a01:4f8:1c19:5720::1]:8443 | 地区: 德国
NO.1455 | 流媒体网速: 66 KB/s | IP地址: [2a01:4f8:c013:98f3::1]:443 | 地区: PRG
NO.1456 | 流媒体网速: 65 KB/s | IP地址: [2a03:b0c0:3:d0::1204:3001]:443 | 地区: 德国
NO.1457 | 流媒体网速: 65 KB/s | IP地址: [2a0a:4cc0:101:1e30:e462:84ff:fe4d:f6fb]:8443 | 地区: IAD
NO.1458 | 流媒体网速: 65 KB/s | IP地址: [2a0b:4140:b317::2]:443 | 地区: 奥地利
NO.1459 | 流媒体网速: 63 KB/s | IP地址: [2a0f:9400:7390:1f::57]:443 | 地区: MCI
NO.1460 | 流媒体网速: 62 KB/s | IP地址: [2a0f:9400:7390:1f::57]:8443 | 地区: MCI
NO.1461 | 流媒体网速: 62 KB/s | IP地址: [2a01:ecc0:40:ccf::2]:8443 | 地区: 德国
NO.1462 | 流媒体网速: 62 KB/s | IP地址: [2a01:e5c0:7f67::2]:2087 | 地区: 德国
NO.1463 | 流媒体网速: 62 KB/s | IP地址: [2a05:541:173:8::1]:443 | 地区: DUS
NO.1464 | 流媒体网速: 60 KB/s | IP地址: [2a13:7c00:4:22:f816:3eff:fe28:888c]:443 | 地区: 荷兰
NO.1465 | 流媒体网速: 59 KB/s | IP地址: [2a12:5940:5441::2]:443 | 地区: 德国
NO.1466 | 流媒体网速: 59 KB/s | IP地址: [2a12:bec4:1b50:175::2]:8443 | 地区: HEL
NO.1467 | 流媒体网速: 59 KB/s | IP地址: [2a0b:4140:da2a::2]:8443 | 地区: 德国
NO.1468 | 流媒体网速: 58 KB/s | IP地址: [2402:1f00:8100:400::2214]:443 | 地区: 澳大利亚
NO.1469 | 流媒体网速: 58 KB/s | IP地址: [2a02:c207:2311:4237::1]:8443 | 地区: 德国
NO.1470 | 流媒体网速: 57 KB/s | IP地址: [2a0c:5d00:3002::1:61ad:31f2]:443 | 地区: 瑞典
NO.1471 | 流媒体网速: 57 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:2fa6:8000]:443 | 地区: 德国
NO.1472 | 流媒体网速: 57 KB/s | IP地址: [2400:8d60:11::8c4d:af]:443 | 地区: 荷兰
NO.1473 | 流媒体网速: 56 KB/s | IP地址: [2a0e:b107:dd0::3:1e86:86bc]:8443 | 地区: 德国
NO.1474 | 流媒体网速: 56 KB/s | IP地址: [2603:c020:e:6c08:ce2a:d7f0:7d51:2985]:443 | 地区: 美国-洛杉矶
NO.1475 | 流媒体网速: 55 KB/s | IP地址: [2600:1700:b2f2:8100::25]:443 | 地区: ORD
NO.1476 | 流媒体网速: 52 KB/s | IP地址: [2a12:bec4:1b50:2de::2]:443 | 地区: TLL
NO.1477 | 流媒体网速: 52 KB/s | IP地址: [2a0b:4140:b461::2]:443 | 地区: MUC
NO.1478 | 流媒体网速: 52 KB/s | IP地址: [2001:df1:7880:1::164]:443 | 地区: 香港
NO.1479 | 流媒体网速: 51 KB/s | IP地址: [2a01:4f8:c17:7c93::1]:443 | 地区: PRG
NO.1480 | 流媒体网速: 50 KB/s | IP地址: [2a01:e5c0:2e8a::2]:8443 | 地区: 德国
NO.1481 | 流媒体网速: 50 KB/s | IP地址: [2a01:e5c0:4d11::2]:8443 | 地区: MUC
NO.1482 | 流媒体网速: 49 KB/s | IP地址: [2a12:5940:56df::2]:443 | 地区: 德国
NO.1483 | 流媒体网速: 49 KB/s | IP地址: [2a03:6f02::1:6e7b]:443 | 地区: 荷兰
NO.1484 | 流媒体网速: 49 KB/s | IP地址: [2a0c:5d00:2002::c72e:6326]:8443 | 地区: 瑞典
NO.1485 | 流媒体网速: 49 KB/s | IP地址: [2a0b:4140:b5bf::2]:443 | 地区: 德国
NO.1486 | 流媒体网速: 49 KB/s | IP地址: [2a0b:4141:1820:483::2]:443 | 地区: TLL
NO.1487 | 流媒体网速: 49 KB/s | IP地址: [2a0b:4140:38e2::2]:443 | 地区: 德国
NO.1488 | 流媒体网速: 49 KB/s | IP地址: [2a02:6b40:2000:1d52::1]:2053 | 地区: 德国
NO.1489 | 流媒体网速: 49 KB/s | IP地址: [2400:8d60:16::6f90:16ec]:443 | 地区: ZRH
NO.1490 | 流媒体网速: 49 KB/s | IP地址: [2a13:d200:5:1ab::1]:8443 | 地区: 德国
NO.1491 | 流媒体网速: 46 KB/s | IP地址: [2a03:b0c0:2:f0:0:1:5b55:8001]:443 | 地区: 荷兰
NO.1492 | 流媒体网速: 46 KB/s | IP地址: [2a0b:4140:b541::2]:443 | 地区: 德国
NO.1493 | 流媒体网速: 46 KB/s | IP地址: [2a02:6b40:2000:1d4c::1]:2083 | 地区: 德国
NO.1494 | 流媒体网速: 46 KB/s | IP地址: [2a03:b0c0:0:1051::2f24:f000]:443 | 地区: 荷兰
NO.1495 | 流媒体网速: 46 KB/s | IP地址: [2a12:5940:a96d::2]:443 | 地区: 德国
NO.1496 | 流媒体网速: 46 KB/s | IP地址: [2a0b:4140:30f0::2]:8443 | 地区: 德国
NO.1497 | 流媒体网速: 46 KB/s | IP地址: [2a0b:4141:820:7b0::2]:443 | 地区: 德国
NO.1498 | 流媒体网速: 46 KB/s | IP地址: [2603:c024:c01c:9200:0:e82f:20ed:926d]:2083 | 地区: 美国-圣何塞
NO.1499 | 流媒体网速: 45 KB/s | IP地址: [2a0e:97c0:3f0:1::c26]:443 | 地区: 香港
NO.1500 | 流媒体网速: 45 KB/s | IP地址: [2a03:b0c0:3:f0:0:2:7a13:a000]:443 | 地区: 德国
NO.1501 | 流媒体网速: 45 KB/s | IP地址: [2a0b:4140:c398::2]:443 | 地区: 德国
NO.1502 | 流媒体网速: 43 KB/s | IP地址: [2a0a:4cc0:40:446:68fc:dff:fe02:436c]:443 | 地区: 荷兰
NO.1503 | 流媒体网速: 43 KB/s | IP地址: [2a0a:4cc0:2000:22e:e8f7:3bff:fec5:5b14]:443 | 地区: IAD
NO.1504 | 流媒体网速: 43 KB/s | IP地址: [2a03:b0c0:1:e0:0:1:33d0:b001]:443 | 地区: 英国
NO.1505 | 流媒体网速: 43 KB/s | IP地址: [2604:a880:800:14:0:2:e387:2000]:443 | 地区: EWR
NO.1506 | 流媒体网速: 43 KB/s | IP地址: [2a0b:4140:5e25::2]:443 | 地区: 德国
NO.1507 | 流媒体网速: 43 KB/s | IP地址: [2a0e:97c0:7da:cf74:24e1:9a92:1ae9:289d]:443 | 地区: 香港
NO.1508 | 流媒体网速: 42 KB/s | IP地址: [2a0b:4140:d88a::2]:443 | 地区: 德国
NO.1509 | 流媒体网速: 42 KB/s | IP地址: [2a0a:4cc0:2000:bbe5:d898:c3ff:fe46:55a9]:443 | 地区: IAD
NO.1510 | 流媒体网速: 42 KB/s | IP地址: [2a0b:4140:da9e::2]:8443 | 地区: 德国
NO.1511 | 流媒体网速: 42 KB/s | IP地址: [2400:8d60:11::2b08:c194]:8443 | 地区: 荷兰
NO.1512 | 流媒体网速: 42 KB/s | IP地址: [2603:c024:c00d:b366:b18a:f339:a385:d71a]:8443 | 地区: 美国-圣何塞
NO.1513 | 流媒体网速: 42 KB/s | IP地址: [2a03:b0c0:0:1051::23d1:7000]:443 | 地区: 荷兰
NO.1514 | 流媒体网速: 42 KB/s | IP地址: [2a0b:4141:1820:660::2]:443 | 地区: TLL
NO.1515 | 流媒体网速: 41 KB/s | IP地址: [2a01:4f8:c014:527d::1]:443 | 地区: PRG
NO.1516 | 流媒体网速: 41 KB/s | IP地址: [2001:19f0:5401:293f:5400:6ff:fe8d:6fd5]:8443 | 地区: ATL
